domain,side,role,stem,ext,source_path
LowLightTrafficData,input,trainA,441,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/input/441.png
LowLightTrafficData,input,trainA,368,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/input/368.png
LowLightTrafficData,input,trainA,210,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/input/210.png
LowLightTrafficData,input,trainA,612,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/input/612.png
LowLightTrafficData,input,trainA,535,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/input/535.png
LowLightTrafficData,input,trainA,010,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/input/010.png
LowLightTrafficData,input,trainA,694,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/input/694.png
LowLightTrafficData,input,trainA,025,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/input/025.png
LowLightTrafficData,input,trainA,056,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/input/056.png
LowLightTrafficData,input,trainA,238,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/input/238.png
LowLightTrafficData,input,trainA,385,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/input/385.png
LowLightTrafficData,input,trainA,082,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/input/082.png
LowLightTrafficData,input,trainA,503,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/input/503.png
LowLightTrafficData,input,trainA,609,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/input/609.png
LowLightTrafficData,input,trainA,655,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/input/655.png
LowLightTrafficData,input,trainA,538,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/input/538.png
LowLightTrafficData,input,trainA,411,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/input/411.png
LowLightTrafficData,input,trainA,135,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/input/135.png
LowLightTrafficData,input,trainA,041,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/input/041.png
LowLightTrafficData,input,trainA,669,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/input/669.png
LowLightTrafficData,input,trainA,002,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/input/002.png
LowLightTrafficData,input,trainA,505,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/input/505.png
LowLightTrafficData,input,trainA,030,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/input/030.png
LowLightTrafficData,input,trainA,463,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/input/463.png
LowLightTrafficData,input,trainA,518,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/input/518.png
LowLightTrafficData,input,trainA,157,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/input/157.png
LowLightTrafficData,input,trainA,552,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/input/552.png
LowLightTrafficData,input,trainA,600,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/input/600.png
LowLightTrafficData,input,trainA,701,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/input/701.png
LowLightTrafficData,input,trainA,207,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/input/207.png
LowLightTrafficData,input,trainA,714,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/input/714.png
LowLightTrafficData,input,trainA,074,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/input/074.png
LowLightTrafficData,input,trainA,274,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/input/274.png
LowLightTrafficData,input,trainA,088,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/input/088.png
LowLightTrafficData,input,trainA,546,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/input/546.png
LowLightTrafficData,input,trainA,378,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/input/378.png
LowLightTrafficData,input,trainA,326,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/input/326.png
LowLightTrafficData,input,trainA,061,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/input/061.png
LowLightTrafficData,input,trainA,474,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/input/474.png
LowLightTrafficData,input,trainA,213,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/input/213.png
LowLightTrafficData,input,trainA,725,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/input/725.png
LowLightTrafficData,input,trainA,319,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/input/319.png
LowLightTrafficData,input,trainA,448,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/input/448.png
LowLightTrafficData,input,trainA,506,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/input/506.png
LowLightTrafficData,input,trainA,447,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/input/447.png
LowLightTrafficData,target,trainB,049,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/target/049.png
LowLightTrafficData,target,trainB,353,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/target/353.png
LowLightTrafficData,target,trainB,652,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/target/652.png
LowLightTrafficData,target,trainB,726,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/target/726.png
LowLightTrafficData,target,trainB,583,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/target/583.png
LowLightTrafficData,target,trainB,522,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/target/522.png
LowLightTrafficData,target,trainB,727,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/target/727.png
LowLightTrafficData,target,trainB,630,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/target/630.png
LowLightTrafficData,target,trainB,564,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/target/564.png
LowLightTrafficData,target,trainB,453,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/target/453.png
LowLightTrafficData,target,trainB,230,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/target/230.png
LowLightTrafficData,target,trainB,694,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/target/694.png
LowLightTrafficData,target,trainB,721,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/target/721.png
LowLightTrafficData,target,trainB,380,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/target/380.png
LowLightTrafficData,target,trainB,550,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/target/550.png
LowLightTrafficData,target,trainB,342,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/target/342.png
LowLightTrafficData,target,trainB,287,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/target/287.png
LowLightTrafficData,target,trainB,555,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/target/555.png
LowLightTrafficData,target,trainB,147,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/target/147.png
LowLightTrafficData,target,trainB,167,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/target/167.png
LowLightTrafficData,target,trainB,536,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/target/536.png
LowLightTrafficData,target,trainB,563,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/target/563.png
LowLightTrafficData,target,trainB,736,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/target/736.png
LowLightTrafficData,target,trainB,703,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/target/703.png
LowLightTrafficData,target,trainB,543,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/target/543.png
LowLightTrafficData,target,trainB,610,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/target/610.png
LowLightTrafficData,target,trainB,244,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/target/244.png
LowLightTrafficData,target,trainB,369,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/target/369.png
LowLightTrafficData,target,trainB,211,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/target/211.png
LowLightTrafficData,target,trainB,714,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/target/714.png
LowLightTrafficData,target,trainB,302,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/target/302.png
LowLightTrafficData,target,trainB,096,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/target/096.png
LowLightTrafficData,target,trainB,553,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/target/553.png
LowLightTrafficData,target,trainB,186,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/target/186.png
LowLightTrafficData,target,trainB,451,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/target/451.png
LowLightTrafficData,target,trainB,566,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/target/566.png
LowLightTrafficData,target,trainB,531,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/target/531.png
LowLightTrafficData,target,trainB,004,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/target/004.png
LowLightTrafficData,target,trainB,312,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/target/312.png
LowLightTrafficData,target,trainB,458,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/target/458.png
LowLightTrafficData,target,trainB,493,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/target/493.png
LowLightTrafficData,target,trainB,735,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/target/735.png
LowLightTrafficData,target,trainB,402,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/target/402.png
LowLightTrafficData,target,trainB,207,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/target/207.png
LowLightTrafficData,target,trainB,438,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/target/438.png
LowLightTrafficData,target,trainB,472,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/target/472.png
LowLightTrafficData,target,trainB,632,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/target/632.png
LowLightTrafficData,target,trainB,631,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/target/631.png
LowLightTrafficData,target,trainB,242,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/target/242.png
LowLightTrafficData,target,trainB,658,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/target/658.png
LowLightTrafficData,target,trainB,157,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/target/157.png
LowLightTrafficData,target,trainB,084,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/target/084.png
LowLightTrafficData,target,trainB,382,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/target/382.png
LowLightTrafficData,target,trainB,317,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/target/317.png
LowLightTrafficData,target,trainB,716,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/target/716.png
LowLightTrafficData,target,trainB,366,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/target/366.png
LowLightTrafficData,target,trainB,672,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/target/672.png
LowLightTrafficData,target,trainB,118,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/target/118.png
LowLightTrafficData,target,trainB,161,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/target/161.png
LowLightTrafficData,target,trainB,339,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/target/339.png
LowLightTrafficData,target,trainB,457,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/target/457.png
LowLightTrafficData,target,trainB,337,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/target/337.png
LowLightTrafficData,target,trainB,016,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/target/016.png
LowLightTrafficData,target,trainB,058,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/target/058.png
LowLightTrafficData,target,trainB,446,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/target/446.png
LowLightTrafficData,target,trainB,504,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/target/504.png
LowLightTrafficData,target,trainB,436,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/target/436.png
LowLightTrafficData,target,trainB,467,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/target/467.png
LowLightTrafficData,target,trainB,324,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/target/324.png
LowLightTrafficData,target,trainB,484,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/target/484.png
LowLightTrafficData,target,trainB,010,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/target/010.png
LowLightTrafficData,target,trainB,505,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/target/505.png
LowLightTrafficData,target,trainB,425,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/target/425.png
LowLightTrafficData,target,trainB,277,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/target/277.png
LowLightTrafficData,target,trainB,011,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/target/011.png
LowLightTrafficData,target,trainB,561,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/target/561.png
LowLightTrafficData,target,trainB,241,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/target/241.png
LowLightTrafficData,target,trainB,622,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/target/622.png
LowLightTrafficData,target,trainB,087,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/target/087.png
LowLightTrafficData,target,trainB,734,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/target/734.png
LowLightTrafficData,target,trainB,621,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/target/621.png
LowLightTrafficData,target,trainB,319,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/target/319.png
LowLightTrafficData,target,trainB,691,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/target/691.png
LowLightTrafficData,target,trainB,549,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/target/549.png
LowLightTrafficData,target,trainB,195,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/target/195.png
LowLightTrafficData,target,trainB,676,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/target/676.png
LowLightTrafficData,target,trainB,050,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/target/050.png
LowLightTrafficData,target,trainB,116,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/target/116.png
LowLightTrafficData,target,trainB,459,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/target/459.png
LowLightTrafficData,target,trainB,367,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/target/367.png
LowLightTrafficData,target,trainB,021,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/target/021.png
LowLightTrafficData,target,trainB,643,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/target/643.png
LowLightTrafficData,target,trainB,095,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/target/095.png
LowLightTrafficData,target,trainB,081,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/target/081.png
LowLightTrafficData,target,trainB,437,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/target/437.png
LowLightTrafficData,target,trainB,470,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/target/470.png
LowLightTrafficData,target,trainB,554,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/target/554.png
LowLightTrafficData,target,trainB,679,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/target/679.png
LowLightTrafficData,target,trainB,220,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/target/220.png
LowLightTrafficData,target,trainB,127,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/target/127.png
LowLightTrafficData,input,discovery,252,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/input/252.png
LowLightTrafficData,input,discovery,670,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/input/670.png
LowLightTrafficData,input,discovery,424,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/input/424.png
LowLightTrafficData,input,discovery,140,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/input/140.png
LowLightTrafficData,input,discovery,101,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/input/101.png
LowLightTrafficData,input,discovery,270,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/input/270.png
LowLightTrafficData,input,discovery,717,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/input/717.png
LowLightTrafficData,input,discovery,384,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/input/384.png
LowLightTrafficData,input,discovery,394,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/input/394.png
LowLightTrafficData,input,discovery,174,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/input/174.png
LowLightTrafficData,input,discovery,698,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/input/698.png
LowLightTrafficData,input,discovery,216,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/input/216.png
LowLightTrafficData,input,discovery,487,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/input/487.png
LowLightTrafficData,input,discovery,160,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/input/160.png
LowLightTrafficData,input,discovery,013,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/input/013.png
LowLightTrafficData,input,discovery,376,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/input/376.png
LowLightTrafficData,input,discovery,077,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/input/077.png
LowLightTrafficData,input,discovery,539,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/input/539.png
LowLightTrafficData,input,discovery,363,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/input/363.png
LowLightTrafficData,input,discovery,231,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/input/231.png
LowLightTrafficData,input,discovery,362,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/input/362.png
LowLightTrafficData,input,discovery,550,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/input/550.png
LowLightTrafficData,input,discovery,371,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/input/371.png
LowLightTrafficData,input,discovery,485,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/input/485.png
LowLightTrafficData,input,discovery,545,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/input/545.png
LowLightTrafficData,input,discovery,646,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/input/646.png
LowLightTrafficData,input,discovery,058,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/input/058.png
LowLightTrafficData,input,discovery,504,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/input/504.png
LowLightTrafficData,input,discovery,180,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/input/180.png
LowLightTrafficData,input,discovery,677,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/input/677.png
LowLightTrafficData,input,discovery,350,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/input/350.png
LowLightTrafficData,input,discovery,280,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/input/280.png
LowLightTrafficData,input,discovery,708,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/input/708.png
LowLightTrafficData,input,discovery,059,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/input/059.png
LowLightTrafficData,input,discovery,581,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/input/581.png
LowLightTrafficData,input,discovery,703,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/input/703.png
LowLightTrafficData,input,discovery,220,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/input/220.png
LowLightTrafficData,input,discovery,089,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/input/089.png
LowLightTrafficData,input,discovery,454,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/input/454.png
LowLightTrafficData,input,discovery,626,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/input/626.png
LowLightTrafficData,input,discovery,390,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/input/390.png
LowLightTrafficData,input,discovery,598,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/input/598.png
LowLightTrafficData,input,discovery,695,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/input/695.png
LowLightTrafficData,input,discovery,481,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/input/481.png
LowLightTrafficData,input,discovery,006,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/input/006.png
LowLightTrafficData,input,discovery,559,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/input/559.png
LowLightTrafficData,input,discovery,654,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/input/654.png
LowLightTrafficData,input,discovery,486,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/input/486.png
LowLightTrafficData,input,discovery,388,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/input/388.png
LowLightTrafficData,input,discovery,242,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/input/242.png
LowLightTrafficData,input,discovery,397,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/input/397.png
LowLightTrafficData,input,discovery,152,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/input/152.png
LowLightTrafficData,input,discovery,085,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/input/085.png
LowLightTrafficData,input,discovery,146,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/input/146.png
LowLightTrafficData,input,discovery,261,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/input/261.png
LowLightTrafficData,input,discovery,413,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/input/413.png
LowLightTrafficData,input,discovery,452,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/input/452.png
LowLightTrafficData,input,discovery,137,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/input/137.png
LowLightTrafficData,input,discovery,608,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/input/608.png
LowLightTrafficData,input,discovery,202,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/input/202.png
LowLightTrafficData,input,discovery,563,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/input/563.png
LowLightTrafficData,input,discovery,028,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/input/028.png
LowLightTrafficData,input,discovery,432,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/input/432.png
LowLightTrafficData,input,discovery,155,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/input/155.png
LowLightTrafficData,input,discovery,130,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/input/130.png
LowLightTrafficData,input,discovery,464,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/input/464.png
LowLightTrafficData,input,discovery,062,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/input/062.png
LowLightTrafficData,input,discovery,472,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/input/472.png
LowLightTrafficData,input,discovery,524,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/input/524.png
LowLightTrafficData,input,discovery,392,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/input/392.png
LowLightTrafficData,input,discovery,657,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/input/657.png
LowLightTrafficData,input,discovery,244,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/input/244.png
LowLightTrafficData,input,discovery,732,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/input/732.png
LowLightTrafficData,input,discovery,689,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/input/689.png
LowLightTrafficData,input,discovery,577,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/input/577.png
LowLightTrafficData,input,discovery,275,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/input/275.png
LowLightTrafficData,input,discovery,296,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/input/296.png
LowLightTrafficData,input,discovery,083,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/input/083.png
LowLightTrafficData,input,discovery,084,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/input/084.png
LowLightTrafficData,input,discovery,465,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/input/465.png
LowLightTrafficData,target,discovery_target,104,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/target/104.png
LowLightTrafficData,target,discovery_target,433,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/target/433.png
LowLightTrafficData,target,discovery_target,148,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/target/148.png
LowLightTrafficData,target,discovery_target,399,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/target/399.png
LowLightTrafficData,target,discovery_target,039,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/target/039.png
LowLightTrafficData,target,discovery_target,398,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/target/398.png
LowLightTrafficData,target,discovery_target,674,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/target/674.png
LowLightTrafficData,target,discovery_target,306,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/target/306.png
LowLightTrafficData,target,discovery_target,233,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/target/233.png
LowLightTrafficData,target,discovery_target,492,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/target/492.png
LowLightTrafficData,target,discovery_target,015,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/target/015.png
LowLightTrafficData,target,discovery_target,037,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/target/037.png
LowLightTrafficData,target,discovery_target,088,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/target/088.png
LowLightTrafficData,target,discovery_target,625,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/target/625.png
LowLightTrafficData,target,discovery_target,221,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/target/221.png
LowLightTrafficData,target,discovery_target,435,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/target/435.png
LowLightTrafficData,target,discovery_target,383,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/target/383.png
LowLightTrafficData,target,discovery_target,418,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/target/418.png
LowLightTrafficData,target,discovery_target,070,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/target/070.png
LowLightTrafficData,target,discovery_target,626,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/target/626.png
LowLightTrafficData,target,discovery_target,510,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/target/510.png
LowLightTrafficData,target,discovery_target,415,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/target/415.png
LowLightTrafficData,target,discovery_target,407,png,/home/yc/UNSB_C21/dataset_all/LowLightTrafficData/target/407.png
