aio_path,bytes,canonical_stem,domain,order,prior_phase_overlap,representative,role,sha256,single_path,source_path,stem
,212811,4528,FoggyCityscapes,64,False,False,expanded_internal_heldout,b490303d5620b14b4fb668440ff66927dec1f1c075465eb20f9fd88fb6188a0b,,E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\heldoutA\FoggyCityscapes\FoggyCityscapes__4528.png,FoggyCityscapes__4528
,166537,2912,FoggyCityscapes,65,False,False,expanded_internal_heldout,b0402025478205951f5be7e588dd7a62d67c506ffaaadd746ad14bab75d7717c,,E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\heldoutA\FoggyCityscapes\FoggyCityscapes__2912.png,FoggyCityscapes__2912
,201731,1742,FoggyCityscapes,66,False,False,expanded_internal_heldout,76126342fd34d47b19ae002926dd0f4ff98926347ebde93fd3a8ab2637bfe876,,E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\heldoutA\FoggyCityscapes\FoggyCityscapes__1742.png,FoggyCityscapes__1742
,202710,3688,FoggyCityscapes,67,False,False,expanded_internal_heldout,e24af39bfea89df04f7f41471d52e9059da610a98f074c8985e7c8c181ae4587,,E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\heldoutA\FoggyCityscapes\FoggyCityscapes__3688.png,FoggyCityscapes__3688
,186729,3960,FoggyCityscapes,68,False,False,expanded_internal_heldout,5d7b14f1b27f4ea6a1fa1bb934b026814559dc562992937ac212b752861d9f8f,,E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\heldoutA\FoggyCityscapes\FoggyCityscapes__3960.png,FoggyCityscapes__3960
,183216,0288,FoggyCityscapes,69,False,False,expanded_internal_heldout,4d2b5c5265132f4781b481f7d91b1223882c850f2ae553246398a2aaf7275df5,,E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\heldoutA\FoggyCityscapes\FoggyCityscapes__0288.png,FoggyCityscapes__0288
,196606,3213,FoggyCityscapes,70,False,False,expanded_internal_heldout,a41bd4b6a5cad154823427ba21414c0cac83b510ff38ebef316ace7553d55a96,,E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\heldoutA\FoggyCityscapes\FoggyCityscapes__3213.png,FoggyCityscapes__3213
,188372,0210,FoggyCityscapes,71,False,False,expanded_internal_heldout,85c4ab94cfcae37a073b0093d8300ad9625d82666ab75ebcffcda8e268b73269,,E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\heldoutA\FoggyCityscapes\FoggyCityscapes__0210.png,FoggyCityscapes__0210
,212416,2134,FoggyCityscapes,72,False,False,expanded_internal_heldout,d5d7c0b1c4c69e6e568be6aa61bc6b1c0e84d2fbdfa0406df397e7664d4c3caa,,E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\heldoutA\FoggyCityscapes\FoggyCityscapes__2134.png,FoggyCityscapes__2134
,189604,3851,FoggyCityscapes,73,False,False,expanded_internal_heldout,d175b48ad087866cca4dbb309a6bd99ad3ea3433c52f62acfe04ba8f0b7f72f2,,E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\heldoutA\FoggyCityscapes\FoggyCityscapes__3851.png,FoggyCityscapes__3851
,198810,0135,FoggyCityscapes,74,False,False,expanded_internal_heldout,186f233f6e2d6bfdfe21aac5a74461d40490e61faed2090438fdfcb442afdc10,,E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\heldoutA\FoggyCityscapes\FoggyCityscapes__0135.png,FoggyCityscapes__0135
,172188,2401,FoggyCityscapes,75,False,False,expanded_internal_heldout,111050dcdf23abebe35dd4eea0f9124002d27079c45e5c416fdd315a76fa1958,,E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\heldoutA\FoggyCityscapes\FoggyCityscapes__2401.png,FoggyCityscapes__2401
,177214,3576,FoggyCityscapes,76,False,False,expanded_internal_heldout,5781c5273003e479e669685d6f289a76e814ef93bbd2b898ef6866b538ac4021,,E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\heldoutA\FoggyCityscapes\FoggyCityscapes__3576.png,FoggyCityscapes__3576
,210353,3684,FoggyCityscapes,77,False,False,expanded_internal_heldout,11f5e2097ee456c251f783b6f3442de3e118c3ed9fadad6b53bfa210935e2827,,E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\heldoutA\FoggyCityscapes\FoggyCityscapes__3684.png,FoggyCityscapes__3684
,185142,2013,FoggyCityscapes,78,False,False,expanded_internal_heldout,c624fa5be5c66e82e66b03f639d8b6cbd5870be67ac76d6bad03b84222943b82,,E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\heldoutA\FoggyCityscapes\FoggyCityscapes__2013.png,FoggyCityscapes__2013
,191063,0668,FoggyCityscapes,79,False,False,expanded_internal_heldout,e1d2321f04d4fffb42e0dd50975e2c8e0b1e4335d41dd297a0f29859431db8b1,,E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\heldoutA\FoggyCityscapes\FoggyCityscapes__0668.png,FoggyCityscapes__0668
E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\aio\trainA\LowLightTrafficData__620.png,54567,,LowLightTrafficData,0,,,trainA,3753bd5e0e7aacf6a9a498f79dab9d5b48f9409121627eb75d7e9439ac304213,E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\single\LowLightTrafficData\trainA\LowLightTrafficData__620.png,E:\UNSB_abl\full_dataset\LowLightTrafficData\input\620.png,620
E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\aio\trainA\LowLightTrafficData__073.png,42580,,LowLightTrafficData,1,,,trainA,ada40e4c5ae97fbc4883cc1a2252f265240158afbc3a186b7aec843a4a4cff9d,E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\single\LowLightTrafficData\trainA\LowLightTrafficData__073.png,E:\UNSB_abl\full_dataset\LowLightTrafficData\input\073.png,073
E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\aio\trainA\LowLightTrafficData__259.png,7444,,LowLightTrafficData,2,,,trainA,c0cb7a7c7c16d8f591cb57084dcb20b11d0d9ae3fe861743a34f7ce19a0060a9,E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\single\LowLightTrafficData\trainA\LowLightTrafficData__259.png,E:\UNSB_abl\full_dataset\LowLightTrafficData\input\259.png,259
E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\aio\trainA\LowLightTrafficData__493.png,52655,,LowLightTrafficData,3,,,trainA,414f44b51ea976fd32dabd2e56660e8a4ae19951533f3be600058c2102f9c376,E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\single\LowLightTrafficData\trainA\LowLightTrafficData__493.png,E:\UNSB_abl\full_dataset\LowLightTrafficData\input\493.png,493
E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\aio\trainA\LowLightTrafficData__514.png,62142,,LowLightTrafficData,4,,,trainA,331417e96fc346aa0f77c3e904bc89e7210d277249c1c5fcf94bda25a6928fc7,E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\single\LowLightTrafficData\trainA\LowLightTrafficData__514.png,E:\UNSB_abl\full_dataset\LowLightTrafficData\input\514.png,514
E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\aio\trainA\LowLightTrafficData__566.png,97772,,LowLightTrafficData,5,,,trainA,5e2feb19a7eef3c44ae541b774aec68b44e7d62b6205e68414b2255e4f082f31,E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\single\LowLightTrafficData\trainA\LowLightTrafficData__566.png,E:\UNSB_abl\full_dataset\LowLightTrafficData\input\566.png,566
E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\aio\trainA\LowLightTrafficData__279.png,33835,,LowLightTrafficData,6,,,trainA,bdedbcb82a596458d12e41acc7cc7bc8bb21e03d2b2338a2d11d1e903e27212f,E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\single\LowLightTrafficData\trainA\LowLightTrafficData__279.png,E:\UNSB_abl\full_dataset\LowLightTrafficData\input\279.png,279
E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\aio\trainA\LowLightTrafficData__589.png,18152,,LowLightTrafficData,7,,,trainA,5135f43f594ec84b8e0884a0c43f105a53d10d8756a6ad5cb9c3429793776fa4,E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\single\LowLightTrafficData\trainA\LowLightTrafficData__589.png,E:\UNSB_abl\full_dataset\LowLightTrafficData\input\589.png,589
E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\aio\trainA\LowLightTrafficData__440.png,11488,,LowLightTrafficData,8,,,trainA,538f6110d6292d9d97f309602a13435a6c144e9261e0d1451ad7eae76e82a8bc,E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\single\LowLightTrafficData\trainA\LowLightTrafficData__440.png,E:\UNSB_abl\full_dataset\LowLightTrafficData\input\440.png,440
E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\aio\trainA\LowLightTrafficData__396.png,38001,,LowLightTrafficData,9,,,trainA,888199c976940a8079f38f3b729b601bc178fdd938f1bc4af4d281fda49c2c9c,E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\single\LowLightTrafficData\trainA\LowLightTrafficData__396.png,E:\UNSB_abl\full_dataset\LowLightTrafficData\input\396.png,396
E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\aio\trainA\LowLightTrafficData__193.png,37946,,LowLightTrafficData,10,,,trainA,1ea748f5996f00d99fd751fd670f9abd79d24e5ee012221c3feff984cbdd321c,E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\single\LowLightTrafficData\trainA\LowLightTrafficData__193.png,E:\UNSB_abl\full_dataset\LowLightTrafficData\input\193.png,193
E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\aio\trainA\LowLightTrafficData__443.png,75840,,LowLightTrafficData,11,,,trainA,1b8f74a1b1c7c7eb1c361b53d775e8bfb626a03329c6b957f3e694c4f580de05,E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\single\LowLightTrafficData\trainA\LowLightTrafficData__443.png,E:\UNSB_abl\full_dataset\LowLightTrafficData\input\443.png,443
E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\aio\trainA\LowLightTrafficData__626.png,44657,,LowLightTrafficData,12,,,trainA,a8081d2ec914eb8ece4d6fbe0cc74637ef6d93478fa1549bf1d3b36f8bac817d,E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\single\LowLightTrafficData\trainA\LowLightTrafficData__626.png,E:\UNSB_abl\full_dataset\LowLightTrafficData\input\626.png,626
E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\aio\trainA\LowLightTrafficData__414.png,92730,,LowLightTrafficData,13,,,trainA,4845eb759976d57ab84e3e6933cee967353793e1e0173426011e0c91189ca05c,E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\single\LowLightTrafficData\trainA\LowLightTrafficData__414.png,E:\UNSB_abl\full_dataset\LowLightTrafficData\input\414.png,414
E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\aio\trainA\LowLightTrafficData__540.png,22718,,LowLightTrafficData,14,,,trainA,421deffedd657f21fd4bb0a3d1a7b810edff565f571bd6cee230309e088a2502,E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\single\LowLightTrafficData\trainA\LowLightTrafficData__540.png,E:\UNSB_abl\full_dataset\LowLightTrafficData\input\540.png,540
E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\aio\trainA\LowLightTrafficData__138.png,71041,,LowLightTrafficData,15,,,trainA,5a98f3ccd2596351104297ee5f72a025d24a70e0f5ea01b6141a6e0660d545d9,E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\single\LowLightTrafficData\trainA\LowLightTrafficData__138.png,E:\UNSB_abl\full_dataset\LowLightTrafficData\input\138.png,138
E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\aio\trainA\LowLightTrafficData__716.png,44596,,LowLightTrafficData,16,,,trainA,3d040a1f0a20d9653419c7c10affabfe0d145a653fa230c93d7d312ecd8c72cc,E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\single\LowLightTrafficData\trainA\LowLightTrafficData__716.png,E:\UNSB_abl\full_dataset\LowLightTrafficData\input\716.png,716
E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\aio\trainA\LowLightTrafficData__031.png,65115,,LowLightTrafficData,17,,,trainA,4b86978963bd3904ba13b2e5e22fae227db702648312031ffe7e741f4be809a9,E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\single\LowLightTrafficData\trainA\LowLightTrafficData__031.png,E:\UNSB_abl\full_dataset\LowLightTrafficData\input\031.png,031
E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\aio\trainA\LowLightTrafficData__640.png,70067,,LowLightTrafficData,18,,,trainA,d331e6fc0d520bf7519a8c17fd52c10e3dd87fbc475dc01968f162a150d9abed,E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\single\LowLightTrafficData\trainA\LowLightTrafficData__640.png,E:\UNSB_abl\full_dataset\LowLightTrafficData\input\640.png,640
E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\aio\trainA\LowLightTrafficData__013.png,60656,,LowLightTrafficData,19,,,trainA,b9edfb4e236a91399b52f993c05acb253997a7f026ee963f5e05351fba664220,E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\single\LowLightTrafficData\trainA\LowLightTrafficData__013.png,E:\UNSB_abl\full_dataset\LowLightTrafficData\input\013.png,013
E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\aio\trainA\LowLightTrafficData__454.png,21238,,LowLightTrafficData,20,,,trainA,e4a11aae3ffdaeb032d9637befffd09f3880815e469a011ff4daffe4636a7b83,E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\single\LowLightTrafficData\trainA\LowLightTrafficData__454.png,E:\UNSB_abl\full_dataset\LowLightTrafficData\input\454.png,454
E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\aio\trainA\LowLightTrafficData__561.png,56798,,LowLightTrafficData,21,,,trainA,960f664d1ac97e8aee98cfc2d9789fec0487f46cbb4bc5bd83c01478dbc76648,E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\single\LowLightTrafficData\trainA\LowLightTrafficData__561.png,E:\UNSB_abl\full_dataset\LowLightTrafficData\input\561.png,561
E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\aio\trainA\LowLightTrafficData__327.png,61916,,LowLightTrafficData,22,,,trainA,58b2a2dad4cc1aedac1f5ad9ffce96c57f2d87ee7487a44fc10d196ffc7b5b29,E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\single\LowLightTrafficData\trainA\LowLightTrafficData__327.png,E:\UNSB_abl\full_dataset\LowLightTrafficData\input\327.png,327
E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\aio\trainA\LowLightTrafficData__709.png,98563,,LowLightTrafficData,23,,,trainA,b3e07eecb3923447befe6bf195cc988a2e585ca703a69b451fb24f2f4c0e93ab,E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\single\LowLightTrafficData\trainA\LowLightTrafficData__709.png,E:\UNSB_abl\full_dataset\LowLightTrafficData\input\709.png,709
E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\aio\trainA\LowLightTrafficData__055.png,34425,,LowLightTrafficData,24,,,trainA,500c8f29cadc87f7e9310744641c70e0583e8e4811fef3bdc4b58d6ff0f989aa,E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\single\LowLightTrafficData\trainA\LowLightTrafficData__055.png,E:\UNSB_abl\full_dataset\LowLightTrafficData\input\055.png,055
E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\aio\trainA\LowLightTrafficData__319.png,64007,,LowLightTrafficData,25,,,trainA,c5114a8b0711f556390ff4c6d35b42c59548e228086be489cd5e050ae021317a,E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\single\LowLightTrafficData\trainA\LowLightTrafficData__319.png,E:\UNSB_abl\full_dataset\LowLightTrafficData\input\319.png,319
E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\aio\trainA\LowLightTrafficData__121.png,52487,,LowLightTrafficData,26,,,trainA,6397de523ac94720564cda2f1ed18b88eb04513e70690e186ab7bfc6b4ba1577,E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\single\LowLightTrafficData\trainA\LowLightTrafficData__121.png,E:\UNSB_abl\full_dataset\LowLightTrafficData\input\121.png,121
E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\aio\trainA\LowLightTrafficData__439.png,29691,,LowLightTrafficData,27,,,trainA,3ae6d34aea4e9e94de200eb33a5cf3d5c8fc187afd14d21731ecc2e059f22a7b,E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\single\LowLightTrafficData\trainA\LowLightTrafficData__439.png,E:\UNSB_abl\full_dataset\LowLightTrafficData\input\439.png,439
E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\aio\trainA\LowLightTrafficData__296.png,45504,,LowLightTrafficData,28,,,trainA,e30981f1a72ab49bc58d89a31885f99059279981f5efc6696ca2ae73978c8eef,E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\single\LowLightTrafficData\trainA\LowLightTrafficData__296.png,E:\UNSB_abl\full_dataset\LowLightTrafficData\input\296.png,296
E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\aio\trainA\LowLightTrafficData__094.png,64253,,LowLightTrafficData,29,,,trainA,9974608dbd9f8669c58c74123a504f1575df6a9c82887f3136ebf05e56f92bce,E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\single\LowLightTrafficData\trainA\LowLightTrafficData__094.png,E:\UNSB_abl\full_dataset\LowLightTrafficData\input\094.png,094
E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\aio\trainA\LowLightTrafficData__513.png,12742,,LowLightTrafficData,30,,,trainA,2d8db02b0a5d3d48e8c68b4238a0ae1a41408c2216ca01e98290ac5b10c81434,E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\single\LowLightTrafficData\trainA\LowLightTrafficData__513.png,E:\UNSB_abl\full_dataset\LowLightTrafficData\input\513.png,513
E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\aio\trainA\LowLightTrafficData__446.png,36330,,LowLightTrafficData,31,,,trainA,2bacb41807d2e5ffffcda090acde8af0e5a42e6d4ea796c372242e145cd5d7d1,E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\single\LowLightTrafficData\trainA\LowLightTrafficData__446.png,E:\UNSB_abl\full_dataset\LowLightTrafficData\input\446.png,446
E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\aio\trainA\LowLightTrafficData__214.png,69834,,LowLightTrafficData,32,,,trainA,e70dc5efd745922c7a4059a9d32cb40c1898287f919dee0d2c698cc2188e514e,E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\single\LowLightTrafficData\trainA\LowLightTrafficData__214.png,E:\UNSB_abl\full_dataset\LowLightTrafficData\input\214.png,214
E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\aio\trainA\LowLightTrafficData__270.png,99280,,LowLightTrafficData,33,,,trainA,c4fd82b28618f238a944ff65b72023540517d710fd8c5eec3fbd1773b338e791,E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\single\LowLightTrafficData\trainA\LowLightTrafficData__270.png,E:\UNSB_abl\full_dataset\LowLightTrafficData\input\270.png,270
E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\aio\trainA\LowLightTrafficData__337.png,49517,,LowLightTrafficData,34,,,trainA,248d7d5a002438d514f251dccc61baa5bdaa216de86baa6b56ced5d55e214d30,E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\single\LowLightTrafficData\trainA\LowLightTrafficData__337.png,E:\UNSB_abl\full_dataset\LowLightTrafficData\input\337.png,337
E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\aio\trainA\LowLightTrafficData__109.png,27281,,LowLightTrafficData,35,,,trainA,bf76a01ecef9829b847ab56900bdf88c05baa8cc8543125c6a13426e922c2e6f,E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\single\LowLightTrafficData\trainA\LowLightTrafficData__109.png,E:\UNSB_abl\full_dataset\LowLightTrafficData\input\109.png,109
E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\aio\trainA\LowLightTrafficData__583.png,15303,,LowLightTrafficData,36,,,trainA,ebad507c79258f1c037095e0ecf1ae2ca2611ed4ac98e696d121c01ad9b3f02e,E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\single\LowLightTrafficData\trainA\LowLightTrafficData__583.png,E:\UNSB_abl\full_dataset\LowLightTrafficData\input\583.png,583
E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\aio\trainA\LowLightTrafficData__277.png,31781,,LowLightTrafficData,37,,,trainA,b82f5804695ac33bf06260cf2d2fb77501c6215d0380310d76ca0e4b7932ded9,E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\single\LowLightTrafficData\trainA\LowLightTrafficData__277.png,E:\UNSB_abl\full_dataset\LowLightTrafficData\input\277.png,277
E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\aio\trainA\LowLightTrafficData__033.png,12508,,LowLightTrafficData,38,,,trainA,020f3dbeccefd7f6c8f45cacbad145d4a75187709145d5519effe08b6f9486de,E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\single\LowLightTrafficData\trainA\LowLightTrafficData__033.png,E:\UNSB_abl\full_dataset\LowLightTrafficData\input\033.png,033
E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\aio\trainA\LowLightTrafficData__091.png,66200,,LowLightTrafficData,39,,,trainA,039c54e5a97ec6c1b102b1aa7849fcd28aa1202a7dc156ba4fb10b4166f3f083,E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\single\LowLightTrafficData\trainA\LowLightTrafficData__091.png,E:\UNSB_abl\full_dataset\LowLightTrafficData\input\091.png,091
E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\aio\trainA\LowLightTrafficData__340.png,23418,,LowLightTrafficData,40,,,trainA,2dcf6461a78f5f1989ebd40a544d3d9e9c9fb1c6d29724c19434c599f7613323,E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\single\LowLightTrafficData\trainA\LowLightTrafficData__340.png,E:\UNSB_abl\full_dataset\LowLightTrafficData\input\340.png,340
E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\aio\trainA\LowLightTrafficData__141.png,58425,,LowLightTrafficData,41,,,trainA,5f5f29805a07b4b3209658d04b2d469b1f1a388a5df69ddb00aa5eaf5e881c65,E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\single\LowLightTrafficData\trainA\LowLightTrafficData__141.png,E:\UNSB_abl\full_dataset\LowLightTrafficData\input\141.png,141
E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\aio\trainA\LowLightTrafficData__271.png,144681,,LowLightTrafficData,42,,,trainA,ac83b1b6a7c13fee1bb80d89dc749f70118d2c409e410399a984ea3195ac659d,E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\single\LowLightTrafficData\trainA\LowLightTrafficData__271.png,E:\UNSB_abl\full_dataset\LowLightTrafficData\input\271.png,271
E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\aio\trainA\LowLightTrafficData__546.png,30392,,LowLightTrafficData,43,,,trainA,cfb6bf3f7f289c5bce17af3526034840da1e4840f4241fe11a1d5dc19a917a3d,E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\single\LowLightTrafficData\trainA\LowLightTrafficData__546.png,E:\UNSB_abl\full_dataset\LowLightTrafficData\input\546.png,546
